anno_id,task_pybossa_id,task_url,taskrun_article_batch_name,taskrun_article_number,taskrun_article_filename,topic_number,topic_namespace,topic_name,question_number,question_text,answer_number,answer_text,contributor_id,start_pos,end_pos,target_text
2391,306,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/306,credco_webconf_articles.tar,32,32article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,11,Highlight each organization cited:,2,Cited Organization 2,15,4671,4674,FDA
2392,306,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/306,credco_webconf_articles.tar,32,32article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,13,To what extent does their confidence in their claims seem justified?,4,Slightly justified,15,0,0,
2393,306,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/306,credco_webconf_articles.tar,32,32article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,14,"Do they acknowledge uncertainty or the possibility that things might be otherwise? If so, highlight the relevant section(s).",2,Sort of,15,953,1017,"Also, consuming pharmaceutical drugs will not cure your illness."
2394,306,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/306,credco_webconf_articles.tar,32,32article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,15,"Does the author present the counterargument as a weaker, more foolish version of the real counterargument (use a Straw Man Argument)? If so, highlight the relevant section(s).",3,No,15,0,0,
2395,306,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/306,credco_webconf_articles.tar,32,32article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,16,"Does the author present a complicated choice as if it were binary (construct a false dilemma)? If so, highlight the relevant section(s).",2,Sort of,15,953,1089,"Also, consuming pharmaceutical drugs will not cure your illness. Instead, many of them will likely cause more long-term harm, than good."
2396,306,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/306,credco_webconf_articles.tar,32,32article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,17,Does the author say that one small change will lead to a major change (use a slippery slope argument)? Highlight the relevant section(s).,3,No,15,0,0,
2397,306,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/306,credco_webconf_articles.tar,32,32article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,18,Does the author exaggerate the dangers of a situation and use scare tactics to persuade (the appeal to fear fallacy)?,2,Sort of,15,5236,5313,What’s the point in treating seizures with a drug that damages a vital organ?
2397,306,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/306,credco_webconf_articles.tar,32,32article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,18,Does the author exaggerate the dangers of a situation and use scare tactics to persuade (the appeal to fear fallacy)?,2,Sort of,15,3809,4035,"The RotaTeq vaccine created by Dr. Paul Offit contains two strains of a deadly pig virus called circovirus, and there is no real reason to treat infant diarrhea with the same deadly virus that kills thousands of pigs in China."
2398,306,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/306,credco_webconf_articles.tar,32,32article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,19,"Does the author suggest that something is good because it is natural, or bad because it is not natural (the naturalistic fallacy)?",1,Yes,15,2550,2780,"At the moment, doctors in America are not authorized to prescribe or talk about resveratrol because this remedy is a natural remedy for blood clots. If you need some blood thinners, ask a naturopathic doctor and get a natural one."
2399,306,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/306,credco_webconf_articles.tar,32,32article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,20,"Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).",2,Sort of,15,5236,5313,What’s the point in treating seizures with a drug that damages a vital organ?
2399,306,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/306,credco_webconf_articles.tar,32,32article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,20,"Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).",2,Sort of,15,4036,4128,"If you think this is not true, check the Merck vaccine ingredient insert sheet for yourself."
2399,306,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/306,credco_webconf_articles.tar,32,32article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,20,"Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).",2,Sort of,15,2799,2852,"Chemotherapy should already be illegal, but it’s not."
2400,306,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/306,credco_webconf_articles.tar,32,32article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,21,"Does the author exaggerate any claims? If so, highlight the relevant section(s).",2,Sort of,15,1730,1902,"Injecting mercury into your muscle tissue will send a widespread shock through your body, which causes a severe, instant hyper-immune reply from the central nervous system."
2401,306,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/306,credco_webconf_articles.tar,32,32article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,22,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,1,General Causal Claim,15,5433,5500,Prescription pills and treatments have many dangerous side effects.
2402,306,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/306,credco_webconf_articles.tar,32,32article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,23,What evidence is given for the primary claim? Select all that apply.,6,Experts are cited,15,5816,6174,"http://cdc.news/2017-06-01-autism-risk-420-higher-in-vaccinated-children-vs-non-vaccinated-published-science-confirms.html
http://www.bewellbuzz.com/general/10-reasons-flu-shots-dangerous-flu/
http://www.rejuvenation-science.com/medication-depletion
http://chemo.news/
https://realfarmacy.com/75-of-physicians-in-the-world-refuse-chemotherapy-for-themselves/"
2403,306,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/306,credco_webconf_articles.tar,32,32article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,25,How convincing do you find the evidence given for the primary claim?,3,Moderately Convincing,15,0,0,
2404,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,1,Rate your impression of the credibility of this article,5,Very high credibility,13,0,0,
2405,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,2,Question: Does the title of the article accurately reflect the content of the article?,4,Completely Representative,13,0,0,
2406,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,4,Is the headline clickbaity?,4,Not at all clickbaity,13,0,0,
2407,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,7,Is this article primarily about a single scientific study?,2,No,13,0,0,
2408,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",2,Experts,13,0,0,
2409,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,9,Highlight each expert cited:,1,Expert 1,13,1836,1911,Physicians for Reproductive Health advocacy fellow Dr. Diane Horvath-Cosper
2410,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,13,To what extent does their confidence in their claims seem justified?,1,Completely justified,13,0,0,
2411,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,14,"Do they acknowledge uncertainty or the possibility that things might be otherwise? If so, highlight the relevant section(s).",3,No,13,0,0,
2412,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,15,"Does the author present the counterargument as a weaker, more foolish version of the real counterargument (use a Straw Man Argument)? If so, highlight the relevant section(s).",3,No,13,0,0,
2413,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,16,"Does the author present a complicated choice as if it were binary (construct a false dilemma)? If so, highlight the relevant section(s).",3,No,13,0,0,
2414,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,17,Does the author say that one small change will lead to a major change (use a slippery slope argument)? Highlight the relevant section(s).,3,No,13,0,0,
2415,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,18,Does the author exaggerate the dangers of a situation and use scare tactics to persuade (the appeal to fear fallacy)?,3,No,13,0,0,
2416,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,19,"Does the author suggest that something is good because it is natural, or bad because it is not natural (the naturalistic fallacy)?",3,No,13,0,0,
2417,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,20,"Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).",3,No,13,0,0,
2418,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,21,"Does the author exaggerate any claims? If so, highlight the relevant section(s).",3,No,13,0,0,
2419,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,22,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,2,Singular Causal Claim,13,334,393,the bill's recently added MacArthur Meadows Amendment would
2420,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,23,What evidence is given for the primary claim? Select all that apply.,6,Experts are cited,13,2357,2618,"""I see the benefits of ACA every single day,"" she told Elle. ""I saw patients in my practice who had not been able to get health insurance for five, 10 years finally come in and get care because they could finally afford the premiums, or get maternity coverage."""
2421,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,25,How convincing do you find the evidence given for the primary claim?,2,Fairly Convincing,13,0,0,
2422,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,1,Rate your impression of the credibility of this article,4,Somewhat high credibility,15,0,0,
2423,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,2,Question: Does the title of the article accurately reflect the content of the article?,3,Somewhat Representative,15,0,0,
2424,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,4,Is the headline clickbaity?,3,A little bit clickbaity,15,0,0,
2425,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,5,What clickbait techniques does this headline employ (select all that apply)?,2,"Cliffhanger to a story (“You Won’t Believe What Happens Next”, “Man Divorces His Wife After Overhearing This Conversation”)",15,36,95,sexual assault could be considered a pre-existing condition
2426,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,7,Is this article primarily about a single scientific study?,2,No,15,0,0,
2427,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",2,Experts,15,0,0,
2428,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",4,Organizations,15,0,0,
2429,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,9,Highlight each expert cited:,1,Expert 1,15,1836,1911,Physicians for Reproductive Health advocacy fellow Dr. Diane Horvath-Cosper
2430,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,11,Highlight each organization cited:,1,Cited Organization 1,15,906,921,Huffington Post
2431,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,11,Highlight each organization cited:,2,Cited Organization 2,15,323,333,"Raw Story,"
2432,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,13,To what extent does their confidence in their claims seem justified?,2,Mostly justified,15,0,0,
2433,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,14,"Do they acknowledge uncertainty or the possibility that things might be otherwise? If so, highlight the relevant section(s).",3,No,15,0,0,
2434,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,15,"Does the author present the counterargument as a weaker, more foolish version of the real counterargument (use a Straw Man Argument)? If so, highlight the relevant section(s).",3,No,15,0,0,
2435,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,16,"Does the author present a complicated choice as if it were binary (construct a false dilemma)? If so, highlight the relevant section(s).",3,No,15,0,0,
2436,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,17,Does the author say that one small change will lead to a major change (use a slippery slope argument)? Highlight the relevant section(s).,3,No,15,0,0,
2437,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,18,Does the author exaggerate the dangers of a situation and use scare tactics to persuade (the appeal to fear fallacy)?,3,No,15,0,0,
2438,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,19,"Does the author suggest that something is good because it is natural, or bad because it is not natural (the naturalistic fallacy)?",3,No,15,0,0,
2439,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,20,"Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).",3,No,15,0,0,
2440,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,21,"Does the author exaggerate any claims? If so, highlight the relevant section(s).",3,No,15,0,0,
2441,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,22,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,3,No Causal Claim,15,0,0,
2442,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,23,What evidence is given for the primary claim? Select all that apply.,8,No evidence given,15,0,0,
2443,307,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/307,credco_webconf_articles.tar,33,33article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,25,How convincing do you find the evidence given for the primary claim?,2,Fairly Convincing,15,0,0,
2444,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,1,Rate your impression of the credibility of this article,4,Somewhat high credibility,13,0,0,
2445,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,2,Question: Does the title of the article accurately reflect the content of the article?,4,Completely Representative,13,0,0,
2446,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,4,Is the headline clickbaity?,3,A little bit clickbaity,13,0,0,
2447,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,5,What clickbait techniques does this headline employ (select all that apply)?,4,"Hidden secret or trick (“Fitness Companies Hate Him...”, “Experts are Dying to Know Their Secret”)",13,50,82,What Really Causes Heart Disease
2448,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,7,Is this article primarily about a single scientific study?,2,No,13,0,0,
2449,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",4,Organizations,13,0,0,
2450,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,11,Highlight each organization cited:,1,Cited Organization 1,13,1740,1786,Statistics from the American Heart Association
2451,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,13,To what extent does their confidence in their claims seem justified?,1,Completely justified,13,0,0,
2452,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,14,"Do they acknowledge uncertainty or the possibility that things might be otherwise? If so, highlight the relevant section(s).",3,No,13,0,0,
2453,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,15,"Does the author present the counterargument as a weaker, more foolish version of the real counterargument (use a Straw Man Argument)? If so, highlight the relevant section(s).",3,No,13,0,0,
2454,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,16,"Does the author present a complicated choice as if it were binary (construct a false dilemma)? If so, highlight the relevant section(s).",3,No,13,0,0,
2455,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,17,Does the author say that one small change will lead to a major change (use a slippery slope argument)? Highlight the relevant section(s).,2,Sort of,13,5008,5094,How does eating a simple sweet roll create a cascade of inflammation to make you sick?
2456,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,18,Does the author exaggerate the dangers of a situation and use scare tactics to persuade (the appeal to fear fallacy)?,3,No,13,0,0,
2457,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,19,"Does the author suggest that something is good because it is natural, or bad because it is not natural (the naturalistic fallacy)?",3,No,13,0,0,
2458,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,20,"Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).",3,No,13,0,0,
2459,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,21,"Does the author exaggerate any claims? If so, highlight the relevant section(s).",2,Sort of,13,4958,4963,These
2459,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,21,"Does the author exaggerate any claims? If so, highlight the relevant section(s).",2,Sort of,13,4958,5006,These foods have been slowly poisoning everyone.
2459,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,21,"Does the author exaggerate any claims? If so, highlight the relevant section(s).",2,Sort of,13,4748,4794,as if a foreign invader arrived declaring war.
2460,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,22,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,1,General Causal Claim,13,4795,4957,"Foods loaded with sugars and simple carbohydrates, or processed with omega-6 oils for long shelf life have been the mainstay of the American diet for six decades."
2460,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,22,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,1,General Causal Claim,13,9217,9367,What you can do is choose whole foods your grandmother served and not those your mom turned to as grocery store aisles filled with manufactured foods.
2461,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,23,What evidence is given for the primary claim? Select all that apply.,1,Correlation,13,6820,7047,Today’s mainstream American diet has produced an extreme imbalance of these two fats. The ratio of imbalance ranges from 15:1 to as high as 30:1 in favor of omega-6. That’s a tremendous amount of cytokines causing inflammation.
2461,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,23,What evidence is given for the primary claim? Select all that apply.,1,Correlation,13,6677,6818,"If the balance shifts by consuming excessive omega-6, the cell membrane produces chemicals called cytokines that directly cause inflammation."
2462,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,25,How convincing do you find the evidence given for the primary claim?,2,Fairly Convincing,13,0,0,
2463,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,1,Rate your impression of the credibility of this article,3,Medium credibility,15,0,0,
2464,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,2,Question: Does the title of the article accurately reflect the content of the article?,4,Completely Representative,15,0,0,
2465,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,4,Is the headline clickbaity?,3,A little bit clickbaity,15,0,0,
2466,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,5,What clickbait techniques does this headline employ (select all that apply)?,4,"Hidden secret or trick (“Fitness Companies Hate Him...”, “Experts are Dying to Know Their Secret”)",15,50,82,What Really Causes Heart Disease
2467,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,7,Is this article primarily about a single scientific study?,2,No,15,0,0,
2468,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",2,Experts,15,0,0,
2469,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",4,Organizations,15,0,0,
2470,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,9,Highlight each expert cited:,1,Expert 1,15,285,374,"heart surgeon with 25 years experience, having performed over 5,000 open-heart surgeries,"
2471,308,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/308,credco_webconf_articles.tar,35,35article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,11,Highlight each organization cited:,1,Cited Organization 1,15,1760,1786,American Heart Association
